message,timestamp,severity,tags,attributes
"npm warn EBADENGINE Unsupported engine {
npm warn EBADENGINE   package: '@vitejs/plugin-react@5.1.4',
npm warn EBADENGINE   required: { node: '^20.19.0 || >=22.12.0' },
npm warn EBADENGINE   current: { node: 'v18.20.5', npm: '10.8.2' }
npm warn EBADENGINE }
",2026-03-05T12:58:52.159017167Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""bnBtIHdhcm4gRUJBREVOR0lORSBVbnN1cHBvcnRlZCBlbmdpbmUgewpucG0gd2FybiBFQkFERU5HSU5FICAgcGFja2FnZTogJ0B2aXRlanMvcGx1Z2luLXJlYWN0QDUuMS40JywKbnBtIHdhcm4gRUJBREVOR0lORSAgIHJlcXVpcmVkOiB7IG5vZGU6ICdeMjAuMTkuMCB8fCA+PTIyLjEyLjAnIH0sCm5wbSB3YXJuIEVCQURFTkdJTkUgICBjdXJyZW50OiB7IG5vZGU6ICd2MTguMjAuNScsIG5wbTogJzEwLjguMicgfQpucG0gd2FybiBFQkFERU5HSU5FIH0K"",""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-05T12:58:52.159017167Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
"npm warn EBADENGINE Unsupported engine {
npm warn EBADENGINE   package: 'vite@7.3.1',
npm warn EBADENGINE   required: { node: '^20.19.0 || >=22.12.0' },
npm warn EBADENGINE   current: { node: 'v18.20.5', npm: '10.8.2' }
npm warn EBADENGINE }
",2026-03-05T12:58:52.165637683Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""bnBtIHdhcm4gRUJBREVOR0lORSBVbnN1cHBvcnRlZCBlbmdpbmUgewpucG0gd2FybiBFQkFERU5HSU5FICAgcGFja2FnZTogJ3ZpdGVANy4zLjEnLApucG0gd2FybiBFQkFERU5HSU5FICAgcmVxdWlyZWQ6IHsgbm9kZTogJ14yMC4xOS4wIHx8ID49MjIuMTIuMCcgfSwKbnBtIHdhcm4gRUJBREVOR0lORSAgIGN1cnJlbnQ6IHsgbm9kZTogJ3YxOC4yMC41JywgbnBtOiAnMTAuOC4yJyB9Cm5wbSB3YXJuIEVCQURFTkdJTkUgfQo="",""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-05T12:58:52.165637683Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
"
up to date, audited 915 packages in 2s

146 packages are looking for funding
  run `npm fund` for details
",2026-03-05T12:58:53.135703226Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""CnVwIHRvIGRhdGUsIGF1ZGl0ZWQgOTE1IHBhY2thZ2VzIGluIDJzCgoxNDYgcGFja2FnZXMgYXJlIGxvb2tpbmcgZm9yIGZ1bmRpbmcKICBydW4gYG5wbSBmdW5kYCBmb3IgZGV0YWlscwo="",""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-05T12:58:53.135703226Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
"
17 vulnerabilities (3 low, 2 moderate, 12 high)

To address issues that do not require attention, run:
  npm audit fix

To address all issues possible (including breaking changes), run:
  npm audit fix --force

Some issues need review, and may require choosing
a different dependency.

Run `npm audit` for details.
",2026-03-05T12:58:53.177893143Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""CjE3IHZ1bG5lcmFiaWxpdGllcyAoMyBsb3csIDIgbW9kZXJhdGUsIDEyIGhpZ2gpCgpUbyBhZGRyZXNzIGlzc3VlcyB0aGF0IGRvIG5vdCByZXF1aXJlIGF0dGVudGlvbiwgcnVuOgogIG5wbSBhdWRpdCBmaXgKClRvIGFkZHJlc3MgYWxsIGlzc3VlcyBwb3NzaWJsZSAoaW5jbHVkaW5nIGJyZWFraW5nIGNoYW5nZXMpLCBydW46CiAgbnBtIGF1ZGl0IGZpeCAtLWZvcmNlCgpTb21lIGlzc3VlcyBuZWVkIHJldmlldywgYW5kIG1heSByZXF1aXJlIGNob29zaW5nCmEgZGlmZmVyZW50IGRlcGVuZGVuY3kuCgpSdW4gYG5wbSBhdWRpdGAgZm9yIGRldGFpbHMuCg=="",""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-05T12:58:53.177893143Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
"npm warn config production Use `--omit=dev` instead.
",2026-03-05T12:58:53.370167901Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""bnBtIHdhcm4gY29uZmlnIHByb2R1Y3Rpb24gVXNlIGAtLW9taXQ9ZGV2YCBpbnN0ZWFkLgo="",""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-05T12:58:53.370167901Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
"
> my-app@0.0.0 build
> tsc -b && vite build

",2026-03-05T12:58:53.387845247Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""Cj4gbXktYXBwQDAuMC4wIGJ1aWxkCj4gdHNjIC1iICYmIHZpdGUgYnVpbGQKCg=="",""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-05T12:58:53.387845247Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
"src/hooks/useAttendance.tsx(87,28): error TS2339: Property 'clockInTime' does not exist on type 'AttendanceRecord'.
",2026-03-05T12:58:58.537318255Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""c3JjL2hvb2tzL3VzZUF0dGVuZGFuY2UudHN4KDg3LDI4KTogZXJyb3IgVFMyMzM5OiBQcm9wZXJ0eSAnY2xvY2tJblRpbWUnIGRvZXMgbm90IGV4aXN0IG9uIHR5cGUgJ0F0dGVuZGFuY2VSZWNvcmQnLgo="",""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-05T12:58:58.537318255Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
"src/hooks/useAttendance.tsx(88,43): error TS2339: Property 'clockInTime' does not exist on type 'AttendanceRecord'.
src/hooks/useQRCode.tsx(14,25): error TS6133: 'setPermanentCode' is declared but its value is never read.
src/sections/AttendanceReports.tsx(1,20): error TS6133: 'useMemo' is declared but its value is never read.
src/sections/AttendanceReports.tsx(10,3): error TS6133: 'Calendar' is declared but its value is never read.
src/sections/AttendanceReports.tsx(11,3): error TS6133: 'FileSpreadsheet' is declared but its value is never read.
src/sections/AttendanceReports.tsx(12,3): error TS6133: 'Clock' is declared but its value is never read.
src/sections/AttendanceReports.tsx(13,3): error TS6133: 'AlertTriangle' is declared but its value is never read.
",2026-03-05T12:58:58.537550444Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""c3JjL2hvb2tzL3VzZUF0dGVuZGFuY2UudHN4KDg4LDQzKTogZXJyb3IgVFMyMzM5OiBQcm9wZXJ0eSAnY2xvY2tJblRpbWUnIGRvZXMgbm90IGV4aXN0IG9uIHR5cGUgJ0F0dGVuZGFuY2VSZWNvcmQnLgpzcmMvaG9va3MvdXNlUVJDb2RlLnRzeCgxNCwyNSk6IGVycm9yIFRTNjEzMzogJ3NldFBlcm1hbmVudENvZGUnIGlzIGRlY2xhcmVkIGJ1dCBpdHMgdmFsdWUgaXMgbmV2ZXIgcmVhZC4Kc3JjL3NlY3Rpb25zL0F0dGVuZGFuY2VSZXBvcnRzLnRzeCgxLDIwKTogZXJyb3IgVFM2MTMzOiAndXNlTWVtbycgaXMgZGVjbGFyZWQgYnV0IGl0cyB2YWx1ZSBpcyBuZXZlciByZWFkLgpzcmMvc2VjdGlvbnMvQXR0ZW5kYW5jZVJlcG9ydHMudHN4KDEwLDMpOiBlcnJvciBUUzYxMzM6ICdDYWxlbmRhcicgaXMgZGVjbGFyZWQgYnV0IGl0cyB2YWx1ZSBpcyBuZXZlciByZWFkLgpzcmMvc2VjdGlvbnMvQXR0ZW5kYW5jZVJlcG9ydHMudHN4KDExLDMpOiBlcnJvciBUUzYxMzM6ICdGaWxlU3ByZWFkc2hlZXQnIGlzIGRlY2xhcmVkIGJ1dCBpdHMgdmFsdWUgaXMgbmV2ZXIgcmVhZC4Kc3JjL3NlY3Rpb25zL0F0dGVuZGFuY2VSZXBvcnRzLnRzeCgxMiwzKTogZXJyb3IgVFM2MTMzOiAnQ2xvY2snIGlzIGRlY2xhcmVkIGJ1dCBpdHMgdmFsdWUgaXMgbmV2ZXIgcmVhZC4Kc3JjL3NlY3Rpb25zL0F0dGVuZGFuY2VSZXBvcnRzLnRzeCgxMywzKTogZXJyb3IgVFM2MTMzOiAnQWxlcnRUcmlhbmdsZScgaXMgZGVjbGFyZWQgYnV0IGl0cyB2YWx1ZSBpcyBuZXZlciByZWFkLgo="",""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-05T12:58:58.537550444Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
"src/sections/AttendanceReports.tsx(14,3): error TS6133: 'CheckCircle2' is declared but its value is never read.
",2026-03-05T12:58:58.537643105Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""c3JjL3NlY3Rpb25zL0F0dGVuZGFuY2VSZXBvcnRzLnRzeCgxNCwzKTogZXJyb3IgVFM2MTMzOiAnQ2hlY2tDaXJjbGUyJyBpcyBkZWNsYXJlZCBidXQgaXRzIHZhbHVlIGlzIG5ldmVyIHJlYWQuCg=="",""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-05T12:58:58.537643105Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
"src/sections/AttendanceReports.tsx(17,3): error TS6133: 'X' is declared but its value is never read.
src/sections/AttendanceReports.tsx(27,1): error TS6133: 'XLSX' is declared but its value is never read.
src/sections/AttendanceReports.tsx(28,1): error TS6133: 'cn' is declared but its value is never read.
src/sections/ClockInOut.tsx(7,16): error TS6133: 'TabsContent' is declared but its value is never read.
",2026-03-05T12:58:58.537712685Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""c3JjL3NlY3Rpb25zL0F0dGVuZGFuY2VSZXBvcnRzLnRzeCgxNywzKTogZXJyb3IgVFM2MTMzOiAnWCcgaXMgZGVjbGFyZWQgYnV0IGl0cyB2YWx1ZSBpcyBuZXZlciByZWFkLgpzcmMvc2VjdGlvbnMvQXR0ZW5kYW5jZVJlcG9ydHMudHN4KDI3LDEpOiBlcnJvciBUUzYxMzM6ICdYTFNYJyBpcyBkZWNsYXJlZCBidXQgaXRzIHZhbHVlIGlzIG5ldmVyIHJlYWQuCnNyYy9zZWN0aW9ucy9BdHRlbmRhbmNlUmVwb3J0cy50c3goMjgsMSk6IGVycm9yIFRTNjEzMzogJ2NuJyBpcyBkZWNsYXJlZCBidXQgaXRzIHZhbHVlIGlzIG5ldmVyIHJlYWQuCnNyYy9zZWN0aW9ucy9DbG9ja0luT3V0LnRzeCg3LDE2KTogZXJyb3IgVFM2MTMzOiAnVGFic0NvbnRlbnQnIGlzIGRlY2xhcmVkIGJ1dCBpdHMgdmFsdWUgaXMgbmV2ZXIgcmVhZC4K"",""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-05T12:58:58.537712685Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
"src/sections/ClockInOut.tsx(10,3): error TS6133: 'MapPin' is declared but its value is never read.
src/sections/ClockInOut.tsx(13,3): error TS6133: 'CheckCircle2' is declared but its value is never read.
",2026-03-05T12:58:58.537802475Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""c3JjL3NlY3Rpb25zL0Nsb2NrSW5PdXQudHN4KDEwLDMpOiBlcnJvciBUUzYxMzM6ICdNYXBQaW4nIGlzIGRlY2xhcmVkIGJ1dCBpdHMgdmFsdWUgaXMgbmV2ZXIgcmVhZC4Kc3JjL3NlY3Rpb25zL0Nsb2NrSW5PdXQudHN4KDEzLDMpOiBlcnJvciBUUzYxMzM6ICdDaGVja0NpcmNsZTInIGlzIGRlY2xhcmVkIGJ1dCBpdHMgdmFsdWUgaXMgbmV2ZXIgcmVhZC4K"",""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-05T12:58:58.537802475Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
"src/sections/ClockInOut.tsx(17,3): error TS6133: 'Camera' is declared but its value is never read.
src/sections/ClockInOut.tsx(28,15): error TS2305: Module '""@/hooks/useAttendance""' has no exported member 'AttendanceHook'.
src/sections/ClockInOut.tsx(38,42): error TS6133: 'location' is declared but its value is never read.
src/sections/ClockInOut.tsx(38,65): error TS6133: 'verifyQRCode' is declared but its value is never read.
src/sections/ClockInOut.tsx(44,21): error TS6133: 'setGpsStatus' is declared but its value is never read.
src/sections/ClockInOut.tsx(45,24): error TS6133: 'setUserLocation' is declared but its value is never read.
src/sections/ClockInOut.tsx(46,20): error TS6133: 'setDistance' is declared but its value is never read.
src/sections/ClockInOut.tsx(53,10): error TS6133: 'latenessReason' is declared but its value is never read.
",2026-03-05T12:58:58.537910035Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""c3JjL3NlY3Rpb25zL0Nsb2NrSW5PdXQudHN4KDE3LDMpOiBlcnJvciBUUzYxMzM6ICdDYW1lcmEnIGlzIGRlY2xhcmVkIGJ1dCBpdHMgdmFsdWUgaXMgbmV2ZXIgcmVhZC4Kc3JjL3NlY3Rpb25zL0Nsb2NrSW5PdXQudHN4KDI4LDE1KTogZXJyb3IgVFMyMzA1OiBNb2R1bGUgJyJAL2hvb2tzL3VzZUF0dGVuZGFuY2UiJyBoYXMgbm8gZXhwb3J0ZWQgbWVtYmVyICdBdHRlbmRhbmNlSG9vaycuCnNyYy9zZWN0aW9ucy9DbG9ja0luT3V0LnRzeCgzOCw0Mik6IGVycm9yIFRTNjEzMzogJ2xvY2F0aW9uJyBpcyBkZWNsYXJlZCBidXQgaXRzIHZhbHVlIGlzIG5ldmVyIHJlYWQuCnNyYy9zZWN0aW9ucy9DbG9ja0luT3V0LnRzeCgzOCw2NSk6IGVycm9yIFRTNjEzMzogJ3ZlcmlmeVFSQ29kZScgaXMgZGVjbGFyZWQgYnV0IGl0cyB2YWx1ZSBpcyBuZXZlciByZWFkLgpzcmMvc2VjdGlvbnMvQ2xvY2tJbk91dC50c3goNDQsMjEpOiBlcnJvciBUUzYxMzM6ICdzZXRHcHNTdGF0dXMnIGlzIGRlY2xhcmVkIGJ1dCBpdHMgdmFsdWUgaXMgbmV2ZXIgcmVhZC4Kc3JjL3NlY3Rpb25zL0Nsb2NrSW5PdXQudHN4KDQ1LDI0KTogZXJyb3IgVFM2MTMzOiAnc2V0VXNlckxvY2F0aW9uJyBpcyBkZWNsYXJlZCBidXQgaXRzIHZhbHVlIGlzIG5ldmVyIHJlYWQuCnNyYy9zZWN0aW9ucy9DbG9ja0luT3V0LnRzeCg0NiwyMCk6IGVycm9yIFRTNjEzMzogJ3NldERpc3RhbmNlJyBpcyBkZWNsYXJlZCBidXQgaXRzIHZhbHVlIGlzIG5ldmVyIHJlYWQuCnNyYy9zZWN0aW9ucy9DbG9ja0luT3V0LnRzeCg1MywxMCk6IGVycm9yIFRTNjEzMzogJ2xhdGVuZXNzUmVhc29uJyBpcyBkZWNsYXJlZCBidXQgaXRzIHZhbHVlIGlzIG5ldmVyIHJlYWQuCg=="",""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-05T12:58:58.537910035Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
"src/sections/ClockInOut.tsx(57,9): error TS6133: 'qrRef' is declared but its value is never read.
",2026-03-05T12:58:58.537934385Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""c3JjL3NlY3Rpb25zL0Nsb2NrSW5PdXQudHN4KDU3LDkpOiBlcnJvciBUUzYxMzM6ICdxclJlZicgaXMgZGVjbGFyZWQgYnV0IGl0cyB2YWx1ZSBpcyBuZXZlciByZWFkLgo="",""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-05T12:58:58.537934385Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
"src/sections/ClockInOut.tsx(186,23): error TS2304: Cannot find name 'fmtTime'.
src/sections/ClockInOut.tsx(267,70): error TS2304: Cannot find name 'stopQRScan'.
src/sections/ClockInOut.tsx(368,62): error TS2304: Cannot find name 'handleGetLocation'.
src/sections/ClockInOut.tsx(381,28): error TS2304: Cannot find name 'startGPSClock'.
src/sections/ClockInOut.tsx(390,28): error TS2304: Cannot find name 'startQRScan'.
src/sections/Dashboard.tsx(13,3): error TS6133: 'User' is declared but its value is never read.
src/sections/Dashboard.tsx(15,3): error TS6133: 'AlertTriangle' is declared but its value is never read.
src/sections/Dashboard.tsx(16,3): error TS6133: 'CheckCircle2' is declared but its value is never read.
src/sections/Dashboard.tsx(22,3): error TS6133: 'ChevronRight' is declared but its value is never read.
",2026-03-05T12:58:58.538083135Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""c3JjL3NlY3Rpb25zL0Nsb2NrSW5PdXQudHN4KDE4NiwyMyk6IGVycm9yIFRTMjMwNDogQ2Fubm90IGZpbmQgbmFtZSAnZm10VGltZScuCnNyYy9zZWN0aW9ucy9DbG9ja0luT3V0LnRzeCgyNjcsNzApOiBlcnJvciBUUzIzMDQ6IENhbm5vdCBmaW5kIG5hbWUgJ3N0b3BRUlNjYW4nLgpzcmMvc2VjdGlvbnMvQ2xvY2tJbk91dC50c3goMzY4LDYyKTogZXJyb3IgVFMyMzA0OiBDYW5ub3QgZmluZCBuYW1lICdoYW5kbGVHZXRMb2NhdGlvbicuCnNyYy9zZWN0aW9ucy9DbG9ja0luT3V0LnRzeCgzODEsMjgpOiBlcnJvciBUUzIzMDQ6IENhbm5vdCBmaW5kIG5hbWUgJ3N0YXJ0R1BTQ2xvY2snLgpzcmMvc2VjdGlvbnMvQ2xvY2tJbk91dC50c3goMzkwLDI4KTogZXJyb3IgVFMyMzA0OiBDYW5ub3QgZmluZCBuYW1lICdzdGFydFFSU2NhbicuCnNyYy9zZWN0aW9ucy9EYXNoYm9hcmQudHN4KDEzLDMpOiBlcnJvciBUUzYxMzM6ICdVc2VyJyBpcyBkZWNsYXJlZCBidXQgaXRzIHZhbHVlIGlzIG5ldmVyIHJlYWQuCnNyYy9zZWN0aW9ucy9EYXNoYm9hcmQudHN4KDE1LDMpOiBlcnJvciBUUzYxMzM6ICdBbGVydFRyaWFuZ2xlJyBpcyBkZWNsYXJlZCBidXQgaXRzIHZhbHVlIGlzIG5ldmVyIHJlYWQuCnNyYy9zZWN0aW9ucy9EYXNoYm9hcmQudHN4KDE2LDMpOiBlcnJvciBUUzYxMzM6ICdDaGVja0NpcmNsZTInIGlzIGRlY2xhcmVkIGJ1dCBpdHMgdmFsdWUgaXMgbmV2ZXIgcmVhZC4Kc3JjL3NlY3Rpb25zL0Rhc2hib2FyZC50c3goMjIsMyk6IGVycm9yIFRTNjEzMzogJ0NoZXZyb25SaWdodCcgaXMgZGVjbGFyZWQgYnV0IGl0cyB2YWx1ZSBpcyBuZXZlciByZWFkLgo="",""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-05T12:58:58.538083135Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
"src/sections/Dashboard.tsx(25,3): error TS6133: 'Navigation' is declared but its value is never read.
src/sections/Dashboard.tsx(38,34): error TS6133: 'employees' is declared but its value is never read.
src/sections/Dashboard.tsx(65,35): error TS2339: Property 'getAllRecords' does not exist on type '{ records: AttendanceRecord[]; leaves: LeaveRequest[]; expenses: ExpenseRequest[]; broadcasts: BroadcastMessage[]; clockIn: (userId: string, userName: string, location: { ...; }, method: ""gps"" | ... 1 more ... | ""manual"", photo?: string | undefined, mood?: string | undefined, lateReason?: string | undefined) => Prom...'.
",2026-03-05T12:58:58.538093385Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""c3JjL3NlY3Rpb25zL0Rhc2hib2FyZC50c3goMjUsMyk6IGVycm9yIFRTNjEzMzogJ05hdmlnYXRpb24nIGlzIGRlY2xhcmVkIGJ1dCBpdHMgdmFsdWUgaXMgbmV2ZXIgcmVhZC4Kc3JjL3NlY3Rpb25zL0Rhc2hib2FyZC50c3goMzgsMzQpOiBlcnJvciBUUzYxMzM6ICdlbXBsb3llZXMnIGlzIGRlY2xhcmVkIGJ1dCBpdHMgdmFsdWUgaXMgbmV2ZXIgcmVhZC4Kc3JjL3NlY3Rpb25zL0Rhc2hib2FyZC50c3goNjUsMzUpOiBlcnJvciBUUzIzMzk6IFByb3BlcnR5ICdnZXRBbGxSZWNvcmRzJyBkb2VzIG5vdCBleGlzdCBvbiB0eXBlICd7IHJlY29yZHM6IEF0dGVuZGFuY2VSZWNvcmRbXTsgbGVhdmVzOiBMZWF2ZVJlcXVlc3RbXTsgZXhwZW5zZXM6IEV4cGVuc2VSZXF1ZXN0W107IGJyb2FkY2FzdHM6IEJyb2FkY2FzdE1lc3NhZ2VbXTsgY2xvY2tJbjogKHVzZXJJZDogc3RyaW5nLCB1c2VyTmFtZTogc3RyaW5nLCBsb2NhdGlvbjogeyAuLi47IH0sIG1ldGhvZDogImdwcyIgfCAuLi4gMSBtb3JlIC4uLiB8ICJtYW51YWwiLCBwaG90bz86IHN0cmluZyB8IHVuZGVmaW5lZCwgbW9vZD86IHN0cmluZyB8IHVuZGVmaW5lZCwgbGF0ZVJlYXNvbj86IHN0cmluZyB8IHVuZGVmaW5lZCkgPT4gUHJvbS4uLicuCg=="",""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-05T12:58:58.538093385Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
"src/sections/Dashboard.tsx(78,43): error TS2304: Cannot find name 'QrCode'.
src/sections/Dashboard.tsx(142,24): error TS2304: Cannot find name 'Smile'.
",2026-03-05T12:58:58.538133705Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""c3JjL3NlY3Rpb25zL0Rhc2hib2FyZC50c3goNzgsNDMpOiBlcnJvciBUUzIzMDQ6IENhbm5vdCBmaW5kIG5hbWUgJ1FyQ29kZScuCnNyYy9zZWN0aW9ucy9EYXNoYm9hcmQudHN4KDE0MiwyNCk6IGVycm9yIFRTMjMwNDogQ2Fubm90IGZpbmQgbmFtZSAnU21pbGUnLgo="",""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-05T12:58:58.538133705Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
"src/sections/Dashboard.tsx(153,22): error TS2552: Cannot find name 'Input'. Did you mean 'oninput'?
src/sections/Dashboard.tsx(156,33): error TS7006: Parameter 'e' implicitly has an 'any' type.
src/sections/Dashboard.tsx(178,41): error TS2304: Cannot find name 'ExpenseManagement'.
",2026-03-05T12:58:58.538148025Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""c3JjL3NlY3Rpb25zL0Rhc2hib2FyZC50c3goMTUzLDIyKTogZXJyb3IgVFMyNTUyOiBDYW5ub3QgZmluZCBuYW1lICdJbnB1dCcuIERpZCB5b3UgbWVhbiAnb25pbnB1dCc/CnNyYy9zZWN0aW9ucy9EYXNoYm9hcmQudHN4KDE1NiwzMyk6IGVycm9yIFRTNzAwNjogUGFyYW1ldGVyICdlJyBpbXBsaWNpdGx5IGhhcyBhbiAnYW55JyB0eXBlLgpzcmMvc2VjdGlvbnMvRGFzaGJvYXJkLnRzeCgxNzgsNDEpOiBlcnJvciBUUzIzMDQ6IENhbm5vdCBmaW5kIG5hbWUgJ0V4cGVuc2VNYW5hZ2VtZW50Jy4K"",""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-05T12:58:58.538148025Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
"src/sections/ExpenseManagement.tsx(9,16): error TS6133: 'Receipt' is declared but its value is never read.
",2026-03-05T12:58:58.538153445Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""c3JjL3NlY3Rpb25zL0V4cGVuc2VNYW5hZ2VtZW50LnRzeCg5LDE2KTogZXJyb3IgVFM2MTMzOiAnUmVjZWlwdCcgaXMgZGVjbGFyZWQgYnV0IGl0cyB2YWx1ZSBpcyBuZXZlciByZWFkLgo="",""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-05T12:58:58.538153445Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
